,bacen_code,nm_serie,unit,periodicity,source,special
780,850,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
781,851,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
782,852,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
783,853,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
784,854,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
785,855,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
786,856,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial,Dias,M,Sisbacen PESP300,N
787,857,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial,u.m.c. (mil),D,Sisbacen PESP300,N
788,858,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial,u.m.c. (mil),D,Sisbacen PESP300,N
789,859,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
790,860,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
791,861,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
792,862,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
793,863,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
794,864,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
795,865,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
796,866,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
797,867,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
798,868,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial,Dias,M,Sisbacen PESP300,N
799,869,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Cheque especial - Taxa total,% a.d.,D,Sisbacen PESP300,N
800,870,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal,u.m.c. (mil),D,Sisbacen PESP300,N
801,871,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
802,872,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
803,873,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
804,874,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
805,875,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
806,876,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
807,877,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
808,878,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
809,879,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
810,880,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal,Dias,M,Sisbacen PESP300,N
811,881,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal,u.m.c. (mil),D,Sisbacen PESP300,N
812,882,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
813,883,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
814,884,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
815,885,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
816,886,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
817,887,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
818,888,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
819,889,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
820,890,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
821,891,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal,Dias,M,Sisbacen PESP300,N
822,892,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal,u.m.c. (mil),D,Sisbacen PESP300,N
823,893,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal,u.m.c. (mil),D,Sisbacen PESP300,N
824,894,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
825,895,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
826,896,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
827,897,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
828,898,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
829,899,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
830,900,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
831,901,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
832,902,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
833,903,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal,Dias,M,Sisbacen PESP300,N
834,904,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Crédito pessoal - Taxa total,% a.d.,D,Sisbacen PESP300,N
835,905,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal,u.m.c. (mil),D,Sisbacen PESP300,N
836,906,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal,u.m.c. (mil),D,Sisbacen PESP300,N
837,907,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
838,908,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
839,909,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
840,910,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
841,911,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
842,912,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
843,913,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
844,914,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
845,915,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
846,916,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal,Dias,M,Sisbacen PESP300,N
847,917,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Crédito pessoal - Taxa total,% a.d.,D,Sisbacen PESP300,N
848,918,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Financiamento imobiliário - Pessoa física,u.m.c. (mil),M,Sisbacen PESP300,N
849,919,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Financiamento imobiliário - Pessoa física,u.m.c. (mil),M,Sisbacen PESP300,N
850,920,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Financiamento imobiliário - Pessoa física - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
851,921,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Financiamento imobiliário - Pessoa física - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
852,922,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Financiamento imobiliário - Pessoa física - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
853,923,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Financiamento imobiliário - Pessoa física - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
854,924,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Financiamento imobiliário - Pessoa física - Taxa referente aos juros,% a.d.,M,Sisbacen PESP300,N
